ensembl_gene_id	description	gene_biotype	hgnc_symbol	chromosome_name	start_position	end_position	strand	nj	nSNV	nSamples	p.value	exp	nTotSamples	nREs	nNonPromoters	nPromoters
ENSG00000096433	inositol 1,4,5-trisphosphate receptor, type 3 [Source:HGNC Symbol;Acc:6182]	protein_coding	ITPR3	6	33588142	33664351	1	23525	30	20	0.995696861874798	29	107	2	2	0
ENSG00000096654	zinc finger protein 184 [Source:HGNC Symbol;Acc:12975]	protein_coding	ZNF184	6	27418522	27440897	-1	3646	17	12	0.0206585292226082	6	107	2	1	1
ENSG00000096696	desmoplakin [Source:HGNC Symbol;Acc:3052]	protein_coding	DSP	6	7541808	7586950	1	6874	30	21	0.00178839832660682	11	107	2	1	2
ENSG00000097033	SH3-domain GRB2-like endophilin B1 [Source:HGNC Symbol;Acc:10833]	protein_coding	SH3GLB1	1	87170259	87213867	1	5059	7	5	0.948527582151446	8	107	2	1	2
ENSG00000097096	synapse defective 1, Rho GTPase, homolog 2 (C. elegans) [Source:HGNC Symbol;Acc:25841]	protein_coding	SYDE2	1	85622556	85666729	-1	7582	3	3	0.999904943828239	12	107	3	1	2
ENSG00000099284	H2A histone family, member Y2 [Source:HGNC Symbol;Acc:14453]	protein_coding	H2AFY2	10	71812552	71872036	1	3270	7	4	0.845711928251083	6	107	1	1	1
ENSG00000099326	myeloid zinc finger 1 [Source:HGNC Symbol;Acc:13108]	protein_coding	MZF1	19	59073298	59084942	-1	16541	14	10	0.99996038561431	23	107	4	1	3
ENSG00000099337	potassium channel, subfamily K, member 6 [Source:HGNC Symbol;Acc:6281]	protein_coding	KCNK6	19	38810484	38819660	1	4125	7	6	0.740283398402956	7	107	1	1	1
ENSG00000099364	F-box and leucine-rich repeat protein 19 [Source:HGNC Symbol;Acc:25300]	protein_coding	FBXL19	16	30934376	30960104	1	14019	33	22	0.356861762108624	20	107	4	3	2
ENSG00000099381	SET domain containing 1A [Source:HGNC Symbol;Acc:29010]	protein_coding	SETD1A	16	30968615	30996437	1	36029	52	29	0.993786604184483	38	107	9	9	0
ENSG00000099625	chromosome 19 open reading frame 26 [Source:HGNC Symbol;Acc:28617]	protein_coding	C19orf26	19	1228286	1238026	-1	17748	42	28	0.183834162469895	24	107	4	2	2
ENSG00000099785	membrane-associated ring finger (C3HC4) 2, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:28038]	protein_coding	MARCH2	19	8478154	8503901	1	14958	27	22	0.468171772062463	21	107	6	3	3
ENSG00000099810	methylthioadenosine phosphorylase [Source:HGNC Symbol;Acc:7413]	protein_coding	MTAP	9	21802542	21931646	1	6688	11	8	0.890225825432036	11	107	4	1	4
ENSG00000099812	mitotic spindle positioning [Source:HGNC Symbol;Acc:27000]	protein_coding	MISP	19	751126	764319	1	10379	30	22	0.0513658478909504	16	107	1	1	1
ENSG00000099821	polymerase (RNA) mitochondrial (DNA directed) [Source:HGNC Symbol;Acc:9200]	protein_coding	POLRMT	19	617223	633597	-1	11659	20	17	0.610941644266917	17	107	5	1	4
ENSG00000099822	hyperpolarization activated cyclic nucleotide-gated potassium channel 2 [Source:HGNC Symbol;Acc:4846]	protein_coding	HCN2	19	589893	617159	1	6570	13	11	0.533985018587671	11	107	2	1	1
ENSG00000099849	Ras association (RalGDS/AF-6) domain family (N-terminal) member 7 [Source:HGNC Symbol;Acc:1166]	protein_coding	RASSF7	11	560404	564021	1	30704	47	28	0.969713180299631	35	107	3	3	1
ENSG00000099860	growth arrest and DNA-damage-inducible, beta [Source:HGNC Symbol;Acc:4096]	protein_coding	GADD45B	19	2476120	2478257	1	10833	25	19	0.273261309076591	16	107	2	2	1
ENSG00000099875	MAP kinase interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:7111]	protein_coding	MKNK2	19	2037470	2051243	-1	14600	28	21	0.535857576447299	21	107	5	2	3
ENSG00000099889	armadillo repeat gene deleted in velocardiofacial syndrome [Source:HGNC Symbol;Acc:728]	protein_coding	ARVCF	22	19957419	20004331	-1	20158	33	21	0.94350159772501	26	107	4	2	3
ENSG00000099904	zinc finger, DHHC-type containing 8 [Source:HGNC Symbol;Acc:18474]	protein_coding	ZDHHC8	22	20116979	20135530	1	17171	32	23	0.608393458000143	24	107	3	2	3
ENSG00000099917	mediator complex subunit 15 [Source:HGNC Symbol;Acc:14248]	protein_coding	MED15	22	20850200	20941919	1	18360	32	20	0.921645404373879	25	107	8	1	7
ENSG00000099937	serpin peptidase inhibitor, clade D (heparin cofactor), member 1 [Source:HGNC Symbol;Acc:4838]	protein_coding	SERPIND1	22	21128167	21142008	1	4764	7	7	0.729109805927318	8	107	3	1	2
ENSG00000099949	leucine-zipper-like transcription regulator 1 [Source:HGNC Symbol;Acc:6742]	protein_coding	LZTR1	22	21333751	21353327	1	8481	11	11	0.830650281768941	13	107	4	1	3
ENSG00000099968	BCL2-like 13 (apoptosis facilitator) [Source:HGNC Symbol;Acc:17164]	protein_coding	BCL2L13	22	18111621	18213388	1	9919	19	15	0.597036483138888	15	107	5	1	4
ENSG00000099991	calcineurin binding protein 1 [Source:HGNC Symbol;Acc:24187]	protein_coding	CABIN1	22	24407642	24574596	1	12116	20	18	0.558005385374547	18	107	4	1	3
ENSG00000099994	sushi domain containing 2 [Source:HGNC Symbol;Acc:30667]	protein_coding	SUSD2	22	24577227	24585078	1	17703	32	24	0.558451026260628	24	107	2	2	1
ENSG00000099999	ring finger protein 215 [Source:HGNC Symbol;Acc:33434]	protein_coding	RNF215	22	30773835	30817760	-1	9294	21	14	0.622066225338475	14	107	4	2	2
ENSG00000100023	peptidylprolyl isomerase (cyclophilin)-like 2 [Source:HGNC Symbol;Acc:9261]	protein_coding	PPIL2	22	22006559	22054304	1	9395	21	14	0.637392169371233	15	107	5	2	4
ENSG00000100029	pescadillo ribosomal biogenesis factor 1 [Source:HGNC Symbol;Acc:8848]	protein_coding	PES1	22	30972612	31003070	-1	11996	30	13	0.947394090991579	18	107	6	1	5
ENSG00000100031	gamma-glutamyltransferase 1 [Source:HGNC Symbol;Acc:4250]	protein_coding	GGT1	22	24979718	25024972	1	14732	20	15	0.968999585086482	21	107	5	1	5
ENSG00000100033	proline dehydrogenase (oxidase) 1 [Source:HGNC Symbol;Acc:9453]	protein_coding	PRODH	22	18900294	18924066	-1	8217	13	11	0.800894005108546	13	107	5	1	4
ENSG00000100036	solute carrier family 35, member E4 [Source:HGNC Symbol;Acc:17058]	protein_coding	SLC35E4	22	31031639	31065003	1	12245	24	13	0.955755963460171	18	107	3	3	1
ENSG00000100068	low density lipoprotein receptor-related protein 5-like [Source:HGNC Symbol;Acc:25323]	protein_coding	LRP5L	22	25747385	25801344	-1	10744	20	13	0.881470843593197	16	107	4	1	3
ENSG00000100078	phospholipase A2, group III [Source:HGNC Symbol;Acc:17934]	protein_coding	PLA2G3	22	31530795	31536593	-1	41421	52	31	0.997278282687893	42	107	4	3	1
ENSG00000100083	golgi-associated, gamma adaptin ear containing, ARF binding protein 1 [Source:HGNC Symbol;Acc:17842]	protein_coding	GGA1	22	38004481	38029571	1	50358	73	37	0.991929866832147	46	107	13	7	7
ENSG00000100092	SH3-domain binding protein 1 [Source:HGNC Symbol;Acc:10824]	protein_coding	SH3BP1	22	38030661	38062939	1	14521	22	19	0.735887225585272	21	107	2	1	4
ENSG00000100101	nucleolar protein 12 [Source:HGNC Symbol;Acc:28585]	protein_coding	NOL12	22	38077680	38170137	1	17740	24	18	0.96577013855148	24	107	2	2	2
ENSG00000100105	POZ (BTB) and AT hook containing zinc finger 1 [Source:HGNC Symbol;Acc:13071]	protein_coding	PATZ1	22	31721790	31742218	-1	6590	9	9	0.790524946416216	11	107	4	1	3
ENSG00000100106	TRIO and F-actin binding protein [Source:HGNC Symbol;Acc:17009]	protein_coding	TRIOBP	22	38093011	38172563	1	31057	42	25	0.996811143595314	35	107	4	3	3
ENSG00000100116	glycine C-acetyltransferase [Source:HGNC Symbol;Acc:4188]	protein_coding	GCAT	22	38203912	38213183	1	27234	46	30	0.764272663201762	32	107	6	5	1
ENSG00000100139	MICAL-like 1 [Source:HGNC Symbol;Acc:29804]	protein_coding	MICALL1	22	38301664	38338829	1	10536	12	9	0.992628055527108	16	107	3	2	2
ENSG00000100170	solute carrier family 5 (sodium/glucose cotransporter), member 1 [Source:HGNC Symbol;Acc:11036]	protein_coding	SLC5A1	22	32439019	32509016	1	10544	34	25	0.00825281795934973	16	107	6	2	4
ENSG00000100191	solute carrier family 5 (glucose activated ion channel), member 4 [Source:HGNC Symbol;Acc:11039]	protein_coding	SLC5A4	22	32614465	32651328	-1	3670	8	7	0.465538805109764	6	107	1	1	0
ENSG00000100226	GTP binding protein 1 [Source:HGNC Symbol;Acc:4669]	protein_coding	GTPBP1	22	39101728	39134304	1	13561	25	19	0.630499318924146	20	107	5	1	4
ENSG00000100228	RAB36, member RAS oncogene family [Source:HGNC Symbol;Acc:9775]	protein_coding	RAB36	22	23487513	23506537	1	6287	11	9	0.744931928034968	10	107	3	2	2
ENSG00000100239	protein phosphatase 6, regulatory subunit 2 [Source:HGNC Symbol;Acc:19253]	protein_coding	PPP6R2	22	50781733	50883514	1	21551	36	24	0.863414452391419	28	107	7	3	4
ENSG00000100241	SET binding factor 1 [Source:HGNC Symbol;Acc:10542]	protein_coding	SBF1	22	50883429	50913454	-1	12902	11	8	0.999826810989296	19	107	3	1	2
ENSG00000100242	Sad1 and UNC84 domain containing 2 [Source:HGNC Symbol;Acc:14210]	protein_coding	SUN2	22	39130730	39190148	-1	14171	29	19	0.699824214449525	20	107	6	1	6
ENSG00000100258	lipase maturation factor 2 [Source:HGNC Symbol;Acc:25096]	protein_coding	LMF2	22	50941376	50946135	-1	8482	15	14	0.48925618303761	13	107	2	1	1
ENSG00000100266	protein kinase C and casein kinase substrate in neurons 2 [Source:HGNC Symbol;Acc:8571]	protein_coding	PACSIN2	22	43231418	43411151	-1	18005	33	26	0.379320418958268	24	107	6	2	4
ENSG00000100276	RAS-like, family 10, member A [Source:HGNC Symbol;Acc:16954]	protein_coding	RASL10A	22	29708922	29715668	-1	9903	11	9	0.986373111287081	15	107	2	1	1
ENSG00000100284	target of myb1 (chicken) [Source:HGNC Symbol;Acc:11982]	protein_coding	TOM1	22	35695268	35743985	1	10168	23	15	0.633631052480328	16	107	3	2	1
ENSG00000100288	choline kinase beta [Source:HGNC Symbol;Acc:1938]	protein_coding	CHKB	22	51017378	51039884	-1	7884	10	7	0.983983031838643	13	107	3	1	2
ENSG00000100290	BCL2-interacting killer (apoptosis-inducing) [Source:HGNC Symbol;Acc:1051]	protein_coding	BIK	22	43506754	43525718	1	29000	33	21	0.999709445441797	34	107	4	4	1
ENSG00000100299	arylsulfatase A [Source:HGNC Symbol;Acc:713]	protein_coding	ARSA	22	51061182	51066607	-1	4381	6	5	0.893848935408099	7	107	1	1	2
ENSG00000100300	translocator protein (18kDa) [Source:HGNC Symbol;Acc:1158]	protein_coding	TSPO	22	43547520	43559248	1	15452	17	12	0.998653904233333	22	107	2	1	1
ENSG00000100311	platelet-derived growth factor beta polypeptide [Source:HGNC Symbol;Acc:8800]	protein_coding	PDGFB	22	39619364	39640756	-1	20351	52	27	0.507398993410033	27	107	6	3	3
ENSG00000100342	apolipoprotein L, 1 [Source:HGNC Symbol;Acc:618]	protein_coding	APOL1	22	36649056	36663576	1	6772	17	15	0.126972295714438	11	107	1	1	1
ENSG00000100344	patatin-like phospholipase domain containing 3 [Source:HGNC Symbol;Acc:18590]	protein_coding	PNPLA3	22	44319619	44360368	1	11654	16	14	0.883003384011612	17	107	3	2	2
ENSG00000100347	SAMM50 sorting and assembly machinery component [Source:HGNC Symbol;Acc:24276]	protein_coding	SAMM50	22	44351301	44406411	1	11217	20	17	0.549652395406913	17	107	5	1	4
ENSG00000100364	KIAA0930 [Source:HGNC Symbol;Acc:1314]	protein_coding	KIAA0930	22	45586219	45636650	-1	11642	22	17	0.608654368883818	17	107	5	2	4
ENSG00000100368	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:2436]	protein_coding	CSF2RB	22	37309670	37336491	1	10140	35	28	0.000381807608015428	16	107	4	1	3
ENSG00000100376	family with sequence similarity 118, member A [Source:HGNC Symbol;Acc:1313]	protein_coding	FAM118A	22	45704849	45737836	1	9586	22	15	0.545750373826135	15	107	6	1	5
ENSG00000100395	l(3)mbt-like 2 (Drosophila) [Source:HGNC Symbol;Acc:18594]	protein_coding	L3MBTL2	22	41601209	41627275	1	3688	7	7	0.470518087006938	6	107	2	1	1
ENSG00000100403	zinc finger CCCH-type containing 7B [Source:HGNC Symbol;Acc:30869]	protein_coding	ZC3H7B	22	41697526	41756151	1	6459	9	8	0.868139897946942	11	107	2	1	2
ENSG00000100417	phosphomannomutase 1 [Source:HGNC Symbol;Acc:9114]	protein_coding	PMM1	22	41972898	41985894	-1	4655	21	18	0.000449212869013893	8	107	1	1	0
ENSG00000100425	bromodomain containing 1 [Source:HGNC Symbol;Acc:1102]	protein_coding	BRD1	22	50166931	50221160	-1	15711	29	17	0.940296182733056	22	107	5	2	3
ENSG00000100426	zinc finger, BED-type containing 4 [Source:HGNC Symbol;Acc:20721]	protein_coding	ZBED4	22	50247490	50283726	1	4204	16	13	0.0234096326238138	7	107	2	1	1
ENSG00000100429	histone deacetylase 10 [Source:HGNC Symbol;Acc:18128]	protein_coding	HDAC10	22	50683612	50689834	-1	19559	26	18	0.988771488128236	26	107	2	3	2
ENSG00000100442	FK506 binding protein 3, 25kDa [Source:HGNC Symbol;Acc:3719]	protein_coding	FKBP3	14	45584803	45604522	-1	11248	9	9	0.996402178119934	17	107	3	2	1
ENSG00000100479	polymerase (DNA directed), epsilon 2, accessory subunit [Source:HGNC Symbol;Acc:9178]	protein_coding	POLE2	14	50110273	50155140	-1	11928	7	5	0.999994508660929	18	107	4	2	2
ENSG00000100490	cyclin-dependent kinase-like 1 (CDC2-related kinase) [Source:HGNC Symbol;Acc:1781]	protein_coding	CDKL1	14	50796310	50883179	-1	7810	11	8	0.958557616148995	12	107	6	1	5
ENSG00000100522	glucosamine-phosphate N-acetyltransferase 1 [Source:HGNC Symbol;Acc:19980]	protein_coding	GNPNAT1	14	53241912	53258386	-1	4125	5	5	0.86270082097113	7	107	1	1	0
ENSG00000100564	phosphatidylinositol glycan anchor biosynthesis, class H [Source:HGNC Symbol;Acc:8964]	protein_coding	PIGH	14	68048672	68067004	-1	11920	16	11	0.98742479360937	18	107	5	3	2
ENSG00000100583	sterile alpha motif domain containing 15 [Source:HGNC Symbol;Acc:18631]	protein_coding	SAMD15	14	77843032	77857840	1	2580	2	2	0.953276042534716	4	107	1	1	1
ENSG00000100592	dishevelled associated activator of morphogenesis 1 [Source:HGNC Symbol;Acc:18142]	protein_coding	DAAM1	14	59655364	59838123	1	11018	24	18	0.404054453126895	17	107	8	1	8
ENSG00000100604	chromogranin A (parathyroid secretory protein 1) [Source:HGNC Symbol;Acc:1929]	protein_coding	CHGA	14	93389425	93401638	1	24117	33	23	0.973223133765323	30	107	4	1	3
ENSG00000100605	inositol-tetrakisphosphate 1-kinase [Source:HGNC Symbol;Acc:6177]	protein_coding	ITPK1	14	93403259	93582665	-1	12015	16	15	0.842798226636173	18	107	6	2	4
ENSG00000100625	SIX homeobox 4 [Source:HGNC Symbol;Acc:10890]	protein_coding	SIX4	14	61176246	61191066	-1	6870	11	10	0.719941960653405	11	107	2	1	2
ENSG00000100647	KIAA0247 [Source:HGNC Symbol;Acc:19956]	protein_coding	KIAA0247	14	70078313	70181859	1	19185	28	20	0.947894396695624	25	107	4	2	2
ENSG00000100726	telomere maintenance 2 [Source:HGNC Symbol;Acc:29099]	protein_coding	TELO2	16	1543345	1560458	1	45119	63	36	0.977653682901759	44	107	11	8	4
ENSG00000100802	chromosome 14 open reading frame 93 [Source:HGNC Symbol;Acc:20162]	protein_coding	C14orf93	14	23456110	23479375	-1	17288	23	19	0.921765387597413	24	107	4	3	1
ENSG00000100811	YY1 transcription factor [Source:HGNC Symbol;Acc:12856]	protein_coding	YY1	14	100704635	100749129	1	10879	6	6	0.999873125695399	17	107	2	1	1
ENSG00000100813	apoptotic chromatin condensation inducer 1 [Source:HGNC Symbol;Acc:17066]	protein_coding	ACIN1	14	23527773	23564823	-1	7927	18	13	0.520849267410848	13	107	3	1	3
ENSG00000100836	poly(A) binding protein, nuclear 1 [Source:HGNC Symbol;Acc:8565]	protein_coding	PABPN1	14	23790498	23795394	1	8086	7	7	0.987074728934048	13	107	2	1	1
ENSG00000100888	chromodomain helicase DNA binding protein 8 [Source:HGNC Symbol;Acc:20153]	protein_coding	CHD8	14	21853353	21924285	-1	10300	9	8	0.996630106435837	16	107	7	1	6
ENSG00000100918	REC8 meiotic recombination protein [Source:HGNC Symbol;Acc:16879]	protein_coding	REC8	14	24641062	24649463	1	8447	9	7	0.991251587670964	13	107	3	2	2
ENSG00000100994	phosphorylase, glycogen; brain [Source:HGNC Symbol;Acc:9723]	protein_coding	PYGB	20	25228705	25278650	1	13053	12	11	0.99542971430867	19	107	3	2	1
ENSG00000100997	abhydrolase domain containing 12 [Source:HGNC Symbol;Acc:15868]	protein_coding	ABHD12	20	25275379	25371619	-1	5240	7	6	0.902045850799258	9	107	4	1	3
ENSG00000101003	GINS complex subunit 1 (Psf1 homolog) [Source:HGNC Symbol;Acc:28980]	protein_coding	GINS1	20	25388363	25433264	1	3303	4	3	0.942393317589952	6	107	2	1	2
ENSG00000101004	ninein-like [Source:HGNC Symbol;Acc:29163]	protein_coding	NINL	20	25433341	25566153	-1	2202	7	6	0.202803503890931	4	107	2	0	2
ENSG00000101074	R3H domain containing-like [Source:HGNC Symbol;Acc:16249]	protein_coding	R3HDML	20	42965626	42979875	1	3249	6	6	0.518812384144659	6	107	2	1	1
ENSG00000101096	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 [Source:HGNC Symbol;Acc:7776]	protein_coding	NFATC2	20	50003494	50179370	-1	4619	6	5	0.917119671146832	8	107	2	1	1
ENSG00000101104	poly(A) binding protein, cytoplasmic 1-like [Source:HGNC Symbol;Acc:15797]	protein_coding	PABPC1L	20	43538703	43587676	1	10377	20	17	0.426256752249337	16	107	6	1	6
ENSG00000101126	activity-dependent neuroprotector homeobox [Source:HGNC Symbol;Acc:15766]	protein_coding	ADNP	20	49505585	49547958	-1	3892	13	10	0.130431089042687	7	107	3	1	2
ENSG00000101134	docking protein 5 [Source:HGNC Symbol;Acc:16173]	protein_coding	DOK5	20	53092136	53267710	1	3708	6	6	0.644971505134631	6	107	2	1	2
ENSG00000101162	tubulin, beta 1 class VI [Source:HGNC Symbol;Acc:16257]	protein_coding	TUBB1	20	57594309	57601709	1	13577	21	17	0.820846957280571	20	107	2	1	1
ENSG00000101181	mitochondrial ribosome-associated GTPase 2 [Source:HGNC Symbol;Acc:16239]	protein_coding	MTG2	20	60758085	60778624	1	9782	15	12	0.8740706361044	15	107	3	1	2
ENSG00000101187	solute carrier organic anion transporter family, member 4A1 [Source:HGNC Symbol;Acc:10953]	protein_coding	SLCO4A1	20	61273797	61317137	1	17725	38	29	0.121614519876143	24	107	4	1	4
ENSG00000101213	protein tyrosine kinase 6 [Source:HGNC Symbol;Acc:9617]	protein_coding	PTK6	20	62159778	62168723	-1	12462	27	20	0.377372321318041	18	107	2	1	1
ENSG00000101222	sperm flagellar 1 [Source:HGNC Symbol;Acc:15874]	protein_coding	SPEF1	20	3758151	3762095	-1	2432	6	6	0.268502192044769	4	107	2	1	1
ENSG00000101224	cell division cycle 25B [Source:HGNC Symbol;Acc:1726]	protein_coding	CDC25B	20	3767578	3786762	1	14855	18	15	0.971451003488495	21	107	1	1	3
ENSG00000101255	tribbles pseudokinase 3 [Source:HGNC Symbol;Acc:16228]	protein_coding	TRIB3	20	361261	378203	1	3427	1	1	0.998481145691071	6	107	1	1	0
ENSG00000101412	E2F transcription factor 1 [Source:HGNC Symbol;Acc:3113]	protein_coding	E2F1	20	32263489	32274210	-1	4838	8	8	0.599834992152856	8	107	2	1	1
ENSG00000101442	ARP5 actin-related protein 5 homolog (yeast) [Source:HGNC Symbol;Acc:14671]	protein_coding	ACTR5	20	37377085	37400834	1	2886	7	7	0.248885630961694	5	107	2	1	1
ENSG00000101443	WAP four-disulfide core domain 2 [Source:HGNC Symbol;Acc:15939]	protein_coding	WFDC2	20	44098346	44110172	1	13441	75	40	9.36441100218843e-08	20	107	3	3	2
ENSG00000101444	adenosylhomocysteinase [Source:HGNC Symbol;Acc:343]	protein_coding	AHCY	20	32868074	32899608	-1	7452	11	8	0.942725168409953	12	107	5	1	4
ENSG00000101447	family with sequence similarity 83, member D [Source:HGNC Symbol;Acc:16122]	protein_coding	FAM83D	20	37554955	37581703	1	3639	5	5	0.782507842884483	6	107	1	1	1
ENSG00000101448	epididymal peptidase inhibitor [Source:HGNC Symbol;Acc:15932]	protein_coding	EPPIN	20	44165625	44176391	-1	12716	54	29	0.00374750974157523	19	107	5	2	3
ENSG00000101463	synapse differentiation inducing 1 [Source:HGNC Symbol;Acc:15885]	protein_coding	SYNDIG1	20	24449835	24647252	1	10382	70	39	5.58656787497114e-10	16	107	3	2	2
ENSG00000101489	CUGBP, Elav-like family member 4 [Source:HGNC Symbol;Acc:14015]	protein_coding	CELF4	18	34823010	35146000	-1	16923	64	39	4.73791708307525e-05	23	107	9	2	8
ENSG00000101665	SMAD family member 7 [Source:HGNC Symbol;Acc:6773]	protein_coding	SMAD7	18	46446223	46477081	-1	15803	34	24	0.352663111607044	22	107	4	2	2
ENSG00000101695	ring finger protein 125, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:21150]	protein_coding	RNF125	18	29598335	29653176	1	6690	4	4	0.998016093293316	11	107	2	2	1
ENSG00000101745	ankyrin repeat domain 12 [Source:HGNC Symbol;Acc:29135]	protein_coding	ANKRD12	18	9136226	9285983	1	7914	7	7	0.984482270650624	13	107	2	1	2
ENSG00000101752	mindbomb E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:21086]	protein_coding	MIB1	18	19284918	19450918	1	5105	8	8	0.658145644318629	9	107	3	1	3
ENSG00000101773	retinoblastoma binding protein 8 [Source:HGNC Symbol;Acc:9891]	protein_coding	RBBP8	18	20378224	20606451	1	13347	14	10	0.998772716722328	19	107	6	1	5
ENSG00000101782	RIO kinase 3 [Source:HGNC Symbol;Acc:11451]	protein_coding	RIOK3	18	21032787	21066567	1	8545	13	12	0.741757539469869	14	107	4	1	4
ENSG00000101825	matrix-remodelling associated 5 [Source:HGNC Symbol;Acc:7539]	protein_coding	MXRA5	X	3226606	3264682	-1	15347	94	47	1.47282963602891e-10	22	107	6	5	1
ENSG00000101916	toll-like receptor 8 [Source:HGNC Symbol;Acc:15632]	protein_coding	TLR8	X	12924739	12941288	1	2903	6	6	0.413506476240621	5	107	2	1	1
ENSG00000101966	X-linked inhibitor of apoptosis [Source:HGNC Symbol;Acc:592]	protein_coding	XIAP	X	122993574	123047829	1	12615	20	16	0.817248709443268	19	107	3	2	2
